,Hotel_Name,festac,Address,Cost,Property_type,Likes,Rating,Review
2726,3 Bed Short Stay Short Let In Ikoyi-1391852,Ikoyi,"Ikoyi, Lagos - ",NA,3 Bed Short Stay Short Let In Ikoyi-1391852,1,NA,NA
2727,Short Stay Short Let In Rev. Ogunbiyi Close-1391853,Ikeja,"Ikeja, Lagos - ","₦25,000",Short Stay Short Let In Rev. Ogunbiyi Close-1391853,1,NA,NA
2728,Short Stay Shory Let In Victoria Island-1391854,Victoria Island,"Victoria Island, Lagos - ","₦90,000",Short Stay Shory Let In Victoria Island-1391854,1,NA,NA
2729,Shirt Stay Short Let In Westens Estate Ikota-1391855,Lekki,"Lekki, Lagos - ","₦11,700",Shirt Stay Short Let In Westens Estate Ikota-1391855,1,NA,NA
2730,Bella Verona-13918556,Ikoyi,"Ikoyi, Lagos - ","₦115,680",Bella Verona-13918556,1,NA,NA
2731,Fays Heaven,Victoria Island,"Victoria Island, Lagos - ","₦100,000",Fays Heaven,1,NA,NA
2732,34 Cameron Road Apartments-1391858,Ikoyi,"Ikoyi, Lagos - ",NA,34 Cameron Road Apartments-1391858,1,NA,NA
2733,1 Bedroom Mini Flat House For Short Let-1391859,Victoria Garden City,"Victoria Garden City, Lagos - ","₦24,000",1 Bedroom Mini Flat House For Short Let-1391859,1,NA,NA
2734,4 Bedroom Duplex For Short Let-1391859,Victoria Garden City,"Victoria Garden City, Lagos - ","₦58,000",4 Bedroom Duplex For Short Let-1391859,1,NA,NA
2735,2 Bedroom Apartment-1391861,Victoria Garden City,"Victoria Garden City, Lagos - ","₦34,500",2 Bedroom Apartment-1391861,1,NA,NA
2736,4 Bedroom House For Short Let-1391863,Victoria Garden City,"Victoria Garden City, Lagos - ","₦63,250",4 Bedroom House For Short Let-1391863,1,NA,NA
2737,Three Bedroom House-1391864,Victoria Garden City ,"VGC Lekki , Lagos - ","₦57,500",Three Bedroom House-1391864,1,NA,NA
2738,3 Bedroom Platinum Penthouse For Short Let-1391865,Lekki,"Lekki, Lagos - ","₦57,500",3 Bedroom Platinum Penthouse For Short Let-1391865,1,NA,NA
2739,3 Bedroom Flat For Short Let-1391866,Lekki,"Lekki, Lagos - ","₦45,000",3 Bedroom Flat For Short Let-1391866,1,NA,NA
2740,Luxury 3 Bedroom Flat For Short Let-1391866,Victoria Island,"Victoria Island, Lagos - ","₦60,000",Luxury 3 Bedroom Flat For Short Let-1391866,1,NA,NA
2741,1 Bedroom Mini Flat For Short Let-1391867,Victoria Garden City,"Victoria Garden City, Lagos - ","₦23,000",1 Bedroom Mini Flat For Short Let-1391867,1,NA,NA
2742,1 Bedroom Penthouse For Short Let-1391868,Lekki,"Lekki, Lagos - ","₦40,250",1 Bedroom Penthouse For Short Let-1391868,1,NA,NA
2743,1 Bedroom Mini Flat In Ikate-1391870,Lekki,"Lekki, Lagos - ","₦30,000",1 Bedroom Mini Flat In Ikate-1391870,1,NA,NA
2744,4 Bedroom Duplex In VGC-1391871,Victoria Garden City,"Victoria Garden City, Lagos - ","₦65,000",4 Bedroom Duplex In VGC-1391871,1,NA,NA
2745,2 Bedroom In Oniru-1391872,Victoria Island,"Victoria Island, Lagos - ","₦63,250",2 Bedroom In Oniru-1391872,1,NA,NA
2746,4 Bedroom Detached Duplex And B/Q For Short Let-1391873,Victoria Garden City,"Victoria Garden City, Lagos - ","₦80,500",4 Bedroom Detached Duplex And B/Q For Short Let-1391873,1,NA,NA
2747,3 Bedroom Flat For Short Stay-1391874,Victoria Garden City ,"VGC Lekki , Lagos - ","₦40,000",3 Bedroom Flat For Short Stay-1391874,1,NA,NA
2748,Sugarland Apartment,Ikoyi ,"Ikoyi , Lagos - Park View Estate, Ikoyi","₦50,000",Apartment,2,NA,NA
2749,4 Bedroom Terrace Duplex For Short Let-1391875,Victoria Island,"Victoria Island, Lagos - Ligali Ayorinde,V.I","₦60,000",4 Bedroom Terrace Duplex For Short Let-1391875,1,NA,NA
2750,4 Bedroom Duplex In Ikate-1391876,Lekki,"Lekki, Lagos - ","₦90,000",4 Bedroom Duplex In Ikate-1391876,1,NA,NA
2751,1 Bedroom Mini Flat In Ligali-1391877,VICTORIA ISLAND ,"VICTORIA ISLAND , Lagos - ","₦13,000",1 Bedroom Mini Flat In Ligali-1391877,1,NA,NA
2752,1 Bedroom Flat For Short Let In V.I-1391878,Victoria Island,"Victoria Island, Lagos - Off Water Corporation Drive, V/I Extention Victori...","₦20,000",1 Bedroom Flat For Short Let In V.I-1391878,1,NA,NA
2753,2 Bedroom Flat For Short Stay In V.I-1391879,Victoria Island,"V.i, Lagos - ","₦45,000",2 Bedroom Flat For Short Stay In V.I-1391879,1,NA,NA
2754,Two Bedroom Apartment In Oniru-1391880,Victoria Island,"V.i, Lagos - Oniru Estate Victoria Island Extension Victoria Is...",NA,Two Bedroom Apartment In Oniru-1391880,1,NA,NA
2755,2 Bedroom Flat For Short Stay In Oniru-1391880,Victoria Island,"V.i, Lagos - ","₦50,000",2 Bedroom Flat For Short Stay In Oniru-1391880,1,NA,NA
2756,3 Bedroom Flat In Ayorinde-1391881,Victoria Island,"Victoria Island, Lagos - ","₦90,000",3 Bedroom Flat In Ayorinde-1391881,1,NA,NA
2757,3 Bedroom Flat In VI-1391882,Victoria Island,"Victoria Island, Lagos - ","₦80,000",3 Bedroom Flat In VI-1391882,1,NA,NA
2758,3 Bedroom House For Short Stay In Lekki-1391883,Lekki,"Lekki, Lagos - ","₦29,500",3 Bedroom House For Short Stay In Lekki-1391883,1,NA,NA
2759,1 Bedroom Mini Flat For Short Let In Surulere-1391884,Surulere ,"Surulere , Lagos - ","₦7,700",1 Bedroom Mini Flat For Short Let In Surulere-1391884,1,NA,NA
2760,1 Bedroom Mini Flat For Short Let In Agunyi-1391885,Lekki ,"Lekki , Lagos - ","₦13,000",1 Bedroom Mini Flat For Short Let In Agunyi-1391885,1,NA,NA
2761,1 Bedroom Mini Flat For Short Let In Ademola Adetokunbo-1391886,Victoria Island,"Victoria Island,, Lagos - ","₦43,200",1 Bedroom Mini Flat For Short Let In Ademola Adetokunbo-1391886,1,NA,NA
2762,1 Bedroom Mini Flat For Short Stay1391887,Lekki,"Lekki, Lagos - ","₦25,000",1 Bedroom Mini Flat For Short Stay1391887,1,NA,NA
2763,1 Bedroom Mini Flat For Short Stay In Lekki-1391888,Lekki,"Lekki, Lagos - ","₦72,000",1 Bedroom Mini Flat For Short Stay In Lekki-1391888,1,NA,NA
2764,1 Bedroom Mini Flat For Short Let In Maryland-1391889,Ikeja,"Ikeja, Lagos - ","₦11,000",1 Bedroom Mini Flat For Short Let In Maryland-1391889,1,NA,NA
2765,2 Bedroom Flat For Short Stay In Ikeja-1391890,Ikeja,"Ikeja, Lagos - ","₦35,000",2 Bedroom Flat For Short Stay In Ikeja-1391890,1,NA,NA
2766,2 Bedroom Flat For Short Let In Chevron-1391891,Lekki,"Lekki, Lagos - ","₦40,000",2 Bedroom Flat For Short Let In Chevron-1391891,1,NA,NA
2767,Studio Apartment For Short Let-1391892,Lekki,"Lekki, Lagos - ","₦30,000",Studio Apartment For Short Let-1391892,1,NA,NA
2768,Serviced 2 Bedroom Flat For Short Let-1391893,Victoria Island,"Victoria Island,, Lagos - ","₦50,000",Serviced 2 Bedroom Flat For Short Let-1391893,1,NA,NA
2769,3 Bedroom Flat For Short Let In Lekki Phase1-1391894,Lekki Phase 1,"Lekki Phase 1, Lagos - ","₦55,000",3 Bedroom Flat For Short Let In Lekki Phase1-1391894,1,NA,NA
2770,3 Bedroom Flat For Short Let In HTRC-1391895,Lekki,"Lekki, Lagos - ","₦50,000",3 Bedroom Flat For Short Let In HTRC-1391895,1,NA,NA
2771,Single Room Condo For Short Let-1391896,Ikeja,"Ikeja, Lagos - ","₦30,000",Single Room Condo For Short Let-1391896,1,NA,NA
2772,3 Bedroom Flat For Short Stay In Lk-1381897,Lekki,"Lekki, Lagos - ",NA,3 Bedroom Flat For Short Stay In Lk-1381897,1,NA,NA
2773,3 Bedroom Flat For Short Let In LK-1381897,Lekki,"Lekki, Lagos - ","₦40,000",3 Bedroom Flat For Short Let In LK-1381897,1,NA,NA
2774,1 Bedroom Mini Flat For Short Let In Ayorinde-1391898,Victoria Island,"Victoria Island, Lagos - ","₦28,000",1 Bedroom Mini Flat For Short Let In Ayorinde-1391898,1,NA,NA
2775,Viva Banana -1391899,Ikoyi,"Ikoyi, Lagos - ","₦90,000",Viva Banana -1391899,1,NA,NA
2776,2 Bedroom Apartment For Short Let-1391900,Victoria Island,"Victoria Island, Lagos - ","₦45,000",2 Bedroom Apartment For Short Let-1391900,1,NA,NA
2777, Mini Flat For Short Let-1391901,Victoria Island,"Victoria Island, Lagos - ","₦30,000", Mini Flat For Short Let-1391901,1,NA,NA
2778,2 Bedroom Flat For Short Let In Awolowo-1391902,Ikoyi,"Ikoyi, Lagos - ","₦50,000",2 Bedroom Flat For Short Let In Awolowo-1391902,1,NA,NA
2779,Serviced  Apartment For Short Let-1391903,Victoria Island,"Victoria Island, Lagos - ","₦30,000",Serviced  Apartment For Short Let-1391903,1,NA,NA
2780,3 Bedroom Apartment For Short Let In Eko Atlantic-1391904,Victoria Island,"Victoria Island, Lagos - ","₦130,000",3 Bedroom Apartment For Short Let In Eko Atlantic-1391904,1,NA,NA
2781,Barch Pad-1391905,Victoria Island,"Victoria Island, Lagos - ","₦13,000",Barch Pad-1391905,1,NA,NA
2782,3 Bedroom House For Short Let In Ligali-1391906,Victoria Island,"Victoria Island, Lagos - ","₦55,000",3 Bedroom House For Short Let In Ligali-1391906,1,NA,NA
2783,Premium One Bedroom Apartment For Short Let-1391907,Victoria Island,"Victoria Island, Lagos - ",NA,Premium One Bedroom Apartment For Short Let-1391907,1,NA,NA
2784,Mini Flat For Short Let In V.I-1391908,Victoria Island,"Victoria Island, Lagos - ","₦30,000",Mini Flat For Short Let In V.I-1391908,1,NA,NA
2785,Luxury 3 Bedroom Flat For Short Let In Milverton-1391908,Victoria Island,"Victoria Island, Lagos - ","₦35,000",Luxury 3 Bedroom Flat For Short Let In Milverton-1391908,1,NA,NA
2786,Luxury Single Room For Short Let-1391909,Victoria Island,"Victoria Island, Lagos - ","₦15,000",Luxury Single Room For Short Let-1391909,1,NA,NA
2787,3 Bedroom Flat For Short Let In BI-13911910,Victoria Island,"Victoria Island, Lagos - ","₦55,000",3 Bedroom Flat For Short Let In BI-13911910,1,NA,NA
2788,One Bedroom Apartment For Short Saty-1391911,Lekki,"Lekki, Lagos - ","₦14,900",One Bedroom Apartment For Short Saty-1391911,1,NA,NA
2789,One Bedroom Mini Flat For Short Let In Ajiran-113919112,Lekki,"Lekki, Lagos - ","₦7,500",One Bedroom Mini Flat For Short Let In Ajiran-113919112,1,NA,NA
2790,Furnished One Bedroom Mini Flat For Short Stay -13919113,Lekki,"Lekki, Lagos - ","₦25,000",Furnished One Bedroom Mini Flat For Short Stay -13919113,1,NA,NA
2791,One Bedroom Apartment For Short Let In Chevron-13919114,Lekki,"Lekki, Lagos - Off Chevron Drive Chevron Lekki","₦18,000",One Bedroom Apartment For Short Let In Chevron-13919114,1,NA,NA
2792,Apartment For Shortlet Off Chevron-13919115,Lekki,"Lekki, Lagos - ","₦25,000",Apartment For Shortlet Off Chevron-13919115,1,NA,NA
2793,House For Shortlet-13919116,Lekki,"Lekki, Lagos - ","₦30,000",House For Shortlet-13919116,1,NA,NA
2794,Beautifully Furnished Studio Apartment-13919117,Lekki,"Lekki, Lagos - ","₦20,000",Beautifully Furnished Studio Apartment-13919117,1,NA,NA
2795,Tastefully Furnished 1 Bedroom Apartment-13919118,Lekki,"Lekki, Lagos - ","₦25,000",Tastefully Furnished 1 Bedroom Apartment-13919118,1,NA,NA
2796,2 Bedroom Serviced Apartment At Adeniyi Jones,Ikeja,"Ikeja, Lagos - Adeniyi Jones Ikeja Lagos","₦40,000",2 Bedroom Serviced Apartment At Adeniyi Jones,1,NA,NA
2797,Tastefully Furnished Built Studio Apartmen-13919120,Lekki,"Lekki, Lagos - ","₦400,000",Tastefully Furnished Built Studio Apartmen-13919120,1,NA,NA
2798,Super Furnished Luxury 3 Bedroom Duplex-13919121,Lekki,"Lekki, Lagos - ","₦40,000",Super Furnished Luxury 3 Bedroom Duplex-13919121,1,NA,NA
2799,Lovely 4 Bedroom Terrace Duplex-13919122,Lekki,"Lekki, Lagos - ","₦400,000",Lovely 4 Bedroom Terrace Duplex-13919122,1,NA,NA
2800,Exquisitely Furnished 2 Bedroom Apartment-13919123,Lekki,"Lekki, Lagos - ","₦50,000",Exquisitely Furnished 2 Bedroom Apartment-13919123,1,NA,NA
2801,A Well Furnished 4 Bedroom Semi Detached Duplex-13919114,Lekki,"Lekki, Lagos - ","₦500,000",A Well Furnished 4 Bedroom Semi Detached Duplex-13919114,1,NA,NA
2802,One Bedroom Apartment-13919115,Lekki,"Lekki, Lagos - ","₦18,000",One Bedroom Apartment-13919115,1,NA,NA
2803,Tastefully Furnished 3 Bedroom Flat-13919116,Lekki,"Lekki, Lagos - ","₦55,000",Tastefully Furnished 3 Bedroom Flat-13919116,1,NA,NA
2804,Exquisite 4 Bedroom Duplex-13919117,Lekki,"Lekki, Lagos - ","₦10,000",Exquisite 4 Bedroom Duplex-13919117,1,NA,NA
2805, 3 BEDROOM LUXURY DUPLEX-113919118,Lekki,"Lekki, Lagos - ","₦39,000", 3 BEDROOM LUXURY DUPLEX-113919118,1,NA,NA
2806,Exquisite 3 Bedroom Apartment-13919119,Lekki,"Lekki, Lagos - ","₦50,000",Exquisite 3 Bedroom Apartment-13919119,1,NA,NA
2807,Three Bedroom Flat-13919120,Lekki,"Lekki, Lagos - ","₦45,000",Three Bedroom Flat-13919120,1,NA,NA
2808,Casabella Homes-Two Bedroom Flat,Lekki,"Lekki, Lagos - 51 Road 53 VGC","₦30,000",Apartment,2,NA,NA
2809,Sharp Corner Hotel,,", Lagos - ",NA,Sharp Corner Hotel,1,NA,NA
2810,The Chase,Victoria Garden City,"Victoria Garden City, Lagos - ","₦40,000",The Chase,1,NA,NA
2811,Beautiful Three Bedroom Apartment-13919121,Victoria Garden City,"Victoria Garden City, Lagos - ","₦35,000",Beautiful Three Bedroom Apartment-13919121,1,NA,NA
2812,Two Bedroom Apartment-13919122,Victoria Garden City,"Victoria Garden City, Lagos - ","₦30,000",Two Bedroom Apartment-13919122,1,NA,NA
2813,One Bedroom  Flat-13919123,Victoria Garden City,"Victoria Garden City, Lagos - ","₦27,000",One Bedroom  Flat-13919123,1,NA,NA
2814,One Bedroom Self Contained-13919124,Victoria Garden City,"Victoria Garden City, Lagos - ","₦12,000",One Bedroom Self Contained-13919124,1,NA,NA
2815,Lovely 3 Bedroom-13919125,Victoria Garden City,"Victoria Garden City, Lagos - ","₦35,000",Lovely 3 Bedroom-13919125,1,NA,NA
2816,Beautifully Furnished Three Bedroom Apartment-13919126,Victoria Garden City,"Victoria Garden City, Lagos - ","₦40,000",Beautifully Furnished Three Bedroom Apartment-13919126,1,NA,NA
2817,Four Bedroom Duplex-13919127,Victoria Garden City,"Victoria Garden City, Lagos - ","₦69,000",Four Bedroom Duplex-13919127,1,NA,NA
2818,Three Bedroom Apartment-13919128,Victoria Garden City,"Victoria Garden City, Lagos - ","₦38,000",Three Bedroom Apartment-13919128,1,NA,NA
2819,One Bedroom Serviced Apartment-13919129,Victoria Garden City,"Victoria Garden City, Lagos - ","₦18,000",One Bedroom Serviced Apartment-13919129,1,NA,NA
2820,Mini Flat With Pool-13919130,Victoria Garden City,"Victoria Garden City, Lagos - Close 53, VGC, Lekki, ","₦23,000",Mini Flat With Pool-13919130,1,NA,NA
2821,Luxury Two Bedroom Flat-13919131,Victoria Garden City,"Victoria Garden City, Lagos - ","₦34,500",Luxury Two Bedroom Flat-13919131,1,NA,NA
2822,Three Bedroom Flat With BQ-13919132,Victoria Garden City,"Victoria Garden City, Lagos - ","₦50,000",Three Bedroom Flat With BQ-13919132,1,NA,NA
2823,A Luxurious 3 Bedroom 1BQ Flat-13919133,Victoria Garden City,"Victoria Garden City, Lagos -  Royal Gardens Estate, VGC, Lekki,   ",NA,A Luxurious 3 Bedroom 1BQ Flat-13919133,1,NA,NA
2824,Two Bedroom Serviced Apartment-1391934,Victoria Garden City,"Victoria Garden City, Lagos - ","₦25,000",Two Bedroom Serviced Apartment-1391934,1,NA,NA
2825,Three Bedroom Duplex-13919135,Victoria Garden City,"Victoria Garden City, Lagos - Nicon Town Road, Ikate Elegushi, Lekki","₦45,000",Three Bedroom Duplex-13919135,1,NA,NA
2826,Four Bedroom Detached Duplex-13919136,Victoria Garden City,"Victoria Garden City, Lagos - ","₦80,500",Four Bedroom Detached Duplex-13919136,1,NA,NA
2827,Four Bedroom Terraced Duplex-13919137,Lekki,"Lekki, Lagos - ","₦90,000",Four Bedroom Terraced Duplex-13919137,1,NA,NA
2828,Three Bedroom Detached Duplex-13919138,Victoria Garden City,"Victoria Garden City, Lagos - ","₦57,500",Three Bedroom Detached Duplex-13919138,1,NA,NA
2829,Luxury Mini Flat-13919139,Lekki,"Lekki, Lagos - ","₦28,750",Luxury Mini Flat-13919139,1,NA,NA
2830,KOET SUITES,,", Lagos - ",NA,KOET SUITES,1,NA,NA
2831,Ten Sides Serviced Apartment-13919140,Victoria Island,"Victoria Island, Lagos - ","₦34,950",Ten Sides Serviced Apartment-13919140,1,NA,NA
2832,Phoenix Apartment-13919141,Ikoyi,"Ikoyi, Lagos - Old Ikoyi, Ikoyi","₦35,000",Phoenix Apartment-13919141,1,NA,NA
2833,Furnished Three Bedroom Apartment With One Room BQ-13919142,Ikoyi,"Ikoyi, Lagos - Bourdillon Drive, Ikoyi   ","₦80,000",Furnished Three Bedroom Apartment With One Room BQ-13919142,1,NA,NA
2834,Three Bedroom Short Letting Flat-13919143,Ikoyi,"Ikoyi, Lagos - Ikoyi, Old Ikoyi, Ikoyi   Content From Nigeria Pro...","₦100,000",Three Bedroom Short Letting Flat-13919143,1,NA,NA
2835,Heaven Apartment-13919144,Ikoyi,"Ikoyi, Lagos - Okotie Eboh, Ikoyi  ","₦35,000",Heaven Apartment-13919144,1,NA,NA
2836,Immortal-13919145,Ikoyi,"Ikoyi, Lagos - Old Ikoyi, Ikoyi, Lagos ","₦35,000",Immortal-13919145,1,NA,NA
2837,Luxurious Two BedroomFlat-13919146,Ikoyi,"Ikoyi, Lagos - Off Cameroon Road, Old Ikoyi, Ikoyi  ","₦38,500",Luxurious Two BedroomFlat-13919146,1,NA,NA
2838,Evita Apartment-139191147,Ikoyi,"Ikoyi, Lagos - Okotie Eboh, Old Ikoyi,   ","₦45,000",Evita Apartment-139191147,1,NA,NA
2839,New Luxry Two Bedroom13919148,Ikoyi,"Ikoyi, Lagos - House H13, D Close, Ondo Street, Banana Island, Ik...","₦45,000",New Luxry Two Bedroom13919148,1,NA,NA
2840,Tastefully Furnished Three Bedroom Flat-13919149,Ikoyi,"Ikoyi, Lagos - Mosely Road, Banana Island, Ikoyi   ","₦60,000",Tastefully Furnished Three Bedroom Flat-13919149,1,NA,NA
2841,Waterfront Three Bedroom Luxry Apartment-13919150,Ikoyi,"Ikoyi, Lagos - Awolowo Towers, 17a Awolowo Road, By Firs Office, ...","₦45,000",Waterfront Three Bedroom Luxry Apartment-13919150,1,NA,NA
2842,Fully Furnished Two Bedroom Flat-13919151,Ikoyi,"Ikoyi, Lagos - Ikoyi","₦8,000,000",Fully Furnished Two Bedroom Flat-13919151,1,NA,NA
2843,Affordable Two Bedroom Apartment-13919152,Ikoyi,"Ikoyi, Lagos - 5th Avenue, Banana Island, Ikoyi","₦45,000",Affordable Two Bedroom Apartment-13919152,1,NA,NA
2844,Luxury Two Bedroom Apartment-13919153,Ikoyi,"Ikoyi, Lagos - 5th Avenue, Banana Island, Ikoyi   ","₦45,000",Luxury Two Bedroom Apartment-13919153,1,NA,NA
2845,Nawf Road-13919154,Ikoyi,"Ikoyi, Lagos -  Ondo Street, Nawf Road, Banana Island, Ikoyi   ","₦45,000",Nawf Road-13919154,1,NA,NA
2846,Common Wealth-13919155,Ikoyi,"Ikoyi, Lagos - Sokoto, Banana Island, Ikoyi ","₦55,000",Common Wealth-13919155,1,NA,NA
2847,Two Bedroom Flat In Banana Island-13919156,Ikoyi,"Ikoyi, Lagos -  Banana Island, Ikoyi   ","₦60,000",Two Bedroom Flat In Banana Island-13919156,1,NA,NA
2848,Escalante-13919157,Ikoyi,"Ikoyi, Lagos - Nassarawa, Banana Island, Ikoyi   ","₦50,000",Escalante-13919157,1,NA,NA
2849,Foxcroft Two Bedroom Apartment-13919158,Ikoyi,"Ikoyi, Lagos - 5th Avenue, Banana Island, Ikoyi   ","₦45,000",Foxcroft Two Bedroom Apartment-13919158,1,NA,NA
2850,Brighton Two Bedroom Apartment-13919159,Ikoyi,"Ikoyi, Lagos - 5th Avenue, Banana Island, Ikoyi   ","₦45,000",Brighton Two Bedroom Apartment-13919159,1,NA,NA
2851,Clarity-13919160,Ikoyi,"Ikoyi, Lagos - Banana Island, Ikoyi   ","₦50,000",Clarity-13919160,1,NA,NA
2852,Chob Bread And Breakfast Lodge,,", Lagos - ",NA,Chob Bread And Breakfast Lodge,1,NA,NA
2853,Quavos World-13919158,Ikoyi,"Ikoyi, Lagos - Banana Island, Ikoyi","₦55,000",Quavos World-13919158,1,NA,NA
2854,Huncho's Liar-13919159,Ikoyi,"Ikoyi, Lagos - Borno Street, Banana Island, Ikoyi,   ","₦45,000",Huncho's Liar-13919159,1,NA,NA
2855,Nicely Furnished Two Bedroom Apartment-13919160,Ikoyi,"Ikoyi, Lagos - Off Gerald Road, Old Ikoyi, Ikoyi   ","₦55,000",Nicely Furnished Two Bedroom Apartment-13919160,1,NA,NA
2856,Brighton One Bedroom Apartment-13919161,Ikoyi,"Ikoyi, Lagos - 5th Avenue, Banana Island, Ikoyi   ","₦45,000",Brighton One Bedroom Apartment-13919161,1,NA,NA
